X6005.3SA	X6005.3SB	X6005.3SC	DMSO5.3A	DMSO5.3B	DMSO5.3C
Unknown_36323	1	0	0	0	1	0
Vmn2r118_36324	0	0	0	0	0	0
Pot1b_36325	869	833	858	354	488	374
Gm22654_36326	0	0	0	0	0	0
Adgre4_36327	0	0	2	0	1	0
Unknown_36328	0	0	0	0	1	0
Zfp119a_36329	140	197	165	80	103	86
Zfp959_36330	288	276	311	152	233	170
Rpl21-ps6_36331	511	468	447	384	472	368
Zfp119b_36332	152	156	143	68	111	69
Ebi3_36333	23	4	12	262	90	78
Gm16712_36334	101	91	77	183	119	110
Yju2_36335	695	754	670	536	677	524
Shd_36336	26	27	30	15	24	28
Fsd1_36337	0	0	0	0	0	0
Stap2_36338	43	121	142	1004	341	429
Mpnd_36339	4548	4343	4279	4456	4469	3823
Unknown_36340	52	50	44	34	55	40
Sh3gl1_36341	3239	3305	3427	1989	2749	2066
Chaf1a_36342	5020	6844	6065	4575	6975	5060
Ubxn6_36343	3298	3370	3336	1994	3058	2113
Hdgfl2_36344	4043	4847	4424	2790	4071	3057
Plin4_36345	9	19	28	6	7	4
Plin5_36346	7	24	22	6	8	4
Lrg1_36347	77	80	55	256	225	177
Sema6b_36348	338	441	445	1504	1085	953
Tnfaip8l1_36349	171	235	266	223	229	178
Mydgf_36350	2405	3686	3674	2818	3785	3030
Dpp9_36351	5452	6465	5931	3945	5442	4351
Mir7b_36352	0	0	0	0	0	0
Fem1a_36353	2880	2886	2892	2111	2993	2547
Ticam1_36354	1225	1208	1314	1042	1193	1164
Plin3_36355	3443	2255	2352	3215	5511	4061
Arrdc5_36356	0	1	0	0	0	2
Uhrf1_36357	6471	10032	8781	8054	13608	9638
Kdm4b_36358	1844	1734	1636	1435	1426	988
Ptprs_36359	4707	4804	4528	3964	5289	4547
Mir6977_36360	0	0	0	0	1	4
Znrf4_36361	0	0	0	0	0	0
Safb2_36362	7275	7509	7708	4321	5516	4736
Safb_36363	6726	7696	7529	5328	7085	5833
Micos13_36364	1710	1795	2007	1593	2018	1471
Rpl36_36365	2843	3008	3333	2322	2945	2252
Lonp1_36366	3861	5261	4549	5328	7362	4803
Catsperd_36367	3	2	5	5	9	5
Ranbp3_36368	2833	2993	3056	2303	3449	2692
Vmac_36369	572	374	398	291	317	244
Ndufa11_36370	1484	1634	1796	1060	1612	1149
Nrtn_36371	9	8	10	4	13	5
Dus3l_36372	1360	1473	1415	1017	1315	1102
Prr22_36373	40	47	64	42	45	41
Rfx2_36374	333	397	400	159	234	149
Acsbg2_36375	0	0	0	0	0	0
Acsbg3_36376	6	1	6	5	6	7
Mllt1_36377	1730	2496	2298	1789	2675	2218
Acer1_36378	0	5	6	8	16	5
Clpp_36379	779	820	766	862	1202	926
Alkbh7_36380	478	515	544	232	362	234
Pspn_36381	26	20	22	12	14	6
Gtf2f1_36382	2914	3628	3471	2602	4190	3204
Khsrp_36383	8059	9832	9184	6723	10311	7753
Slc25a41_36384	0	0	0	0	0	0
Unknown_36385	15	16	16	38	67	49
Slc25a23_36386	135	164	176	427	726	469
Crb3_36387	3	2	3	0	3	4
Dennd1c_36388	887	690	670	872	1014	867
Tubb4a_36389	19	29	31	24	39	24
Gm11110_36390	6	16	8	44	55	17
Tnfsf9_36391	20	39	36	72	44	51
Cd70_36392	0	0	0	0	0	0
Tnfsf14_36393	530	662	677	548	708	667
C3_36394	43350	31769	30768	24143	19200	15296
Mir6978_36395	195	56	47	140	15	46
Gpr108_36396	2915	2440	2470	1344	1565	1219
Trip10_36397	1196	1171	1226	624	926	798
Vav1_36398	6372	8136	7448	4192	6011	4626
Adgre1_36399	1757	936	915	2288	1743	1351
Vmn2r120_36400	0	0	0	0	0	0
Unknown_36401	2	1	0	0	3	3
Gm25102_36402	0	0	0	0	0	0
Cntnap5c_36403	0	0	0	0	0	0
Rpl7a-ps5_36404	759	1048	936	572	808	641
Gm5815_36405	293	436	413	66	92	66
Pdzph1_36406	0	0	0	0	0	0
Nudt12os_36407	0	0	0	0	0	0
Nudt12_36408	4	0	0	0	1	1
Gm23769_36409	0	0	0	0	0	0
Gm23203_36410	0	0	0	0	0	0
Gm23447_36411	0	0	0	0	0	0
Unknown_36412	0	0	0	0	0	0
Obox6-ps1_36413	0	0	0	0	0	0
Unknown_36414	4603	7660	6849	5571	7717	5557
Unknown_36415	1814	2963	2550	2205	3093	2301
Gm25800_36416	0	0	0	0	0	0
Efna5_36417	0	0	0	0	1	0
Unknown_36418	0	0	0	0	1	0
Fbxl17_36419	1296	1013	992	645	932	744
Unknown_36420	0	0	0	0	0	0
Gm24730_36421	0	0	1	0	0	0
4930405O22Rik_36422	1	1	0	3	4	1
Gm17228_36423	520	756	648	341	574	424
Unknown_36424	1	3	1	1	0	3
Unknown_36425	30	18	21	7	4	4
Fer_36426	964	1054	1001	809	1074	818
Pja2_36427	3105	3090	2963	1586	2096	1584
Unknown_36428	0	0	0	0	0	0
Mir6420_36429	0	0	0	0	0	0
AU016765_36430	0	0	0	0	0	0
Man2a1_36431	6370	7789	7296	4020	6183	4918
Unknown_36432	225	264	220	114	203	159
4930583I09Rik_36433	0	0	0	0	0	0
Gm25344_36434	0	0	0	0	0	0
Tmem232_36435	0	1	2	0	1	0
Unknown_36436	0	0	0	0	0	0
Vapa_36437	6450	6748	6582	4049	5911	4492
Txndc2_36438	1	0	3	1	1	0
Rab31_36439	4418	3895	3807	3154	4177	3020
Ppp4r1_36440	3340	2728	2641	2222	3038	2172
Ralbp1_36441	5260	5826	5308	4173	5640	4060
Twsg1_36442	2693	2693	2775	756	1141	880
Ankrd12_36443	2557	1913	2402	1451	1914	1807
Ndufv2_36444	2657	3172	3353	2173	3551	2592
Gm23264_36445	2	9	5	2	5	5
Washc1_36446	1361	1405	1506	841	1235	1128
Ddx11_36447	2361	2608	2606	1158	1747	1375
Mtcl1_36448	0	0	0	0	0	0
Gm4705_36449	1358	1025	1193	908	1177	833
Rab12_36450	706	754	758	506	791	556
Themis3_36451	0	0	0	0	0	0
Ptprm_36452	0	0	0	0	0	0
Mir5709_36453	0	0	0	0	0	0
Unknown_36454	0	0	0	0	0	0
Lrrc30_36455	0	0	0	0	0	0
Lama1_36456	0	0	0	0	0	0
Arhgap28_36457	0	0	0	0	0	0
Unknown_36458	1	2	0	0	1	1
L3mbtl4_36459	0	0	0	0	0	0
Gm15974_36460	143	269	283	75	142	91
Tmem200c_36461	0	0	0	0	0	0
Epb41l3_36462	0	1	0	0	0	0
Zbtb14_36463	1499	1068	1049	820	1131	889
Unknown_36464	48	43	32	24	41	29
Unknown_36465	77	72	59	40	59	44
Akain1_36466	0	0	0	0	1	0
Unknown_36467	0	0	0	0	0	0
Dlgap1_36468	0	2	1	4	3	0
Unknown_36469	0	1	0	0	0	0
Unknown_36470	1	0	1	0	0	0
Tgif1_36471	1320	1230	1295	864	1054	879
Unknown_36472	5661	4927	5082	3709	4888	3563
Mir1195_36473	0	0	0	0	0	0
Unknown_36474	2057	1682	1770	1275	1748	1163
Unknown_36475	59	36	46	17	15	17
Gm16519_36476	287	281	249	189	217	190
Myl12b_36477	7916	9901	9538	5000	6881	5049
Myl12a_36478	5813	7383	7179	4258	6444	4702
Myom1_36479	5	4	8	5	6	4
Lpin2_36480	1759	1573	1492	1329	1934	1313
Emilin2_36481	27968	7652	10256	13387	12235	11048
Smchd1_36482	6288	8056	7111	3782	6342	4525
Unknown_36483	2581	3621	3325	2372	4093	2911
Ndc80_36484	2182	2168	2047	1037	1845	1160
Unknown_36485	3	5	8	0	4	0
Mettl4-ps1_36486	23	33	27	17	29	19
Spdya_36487	132	152	169	115	128	125
Trmt61b_36488	331	380	404	283	338	262
Wdr43_36489	5004	6913	6029	4489	7468	6004
Snord92_36490	1	0	1	0	0	1
Snord53_36491	31	23	39	22	27	31
Gm22858_36492	12	15	19	2	7	10
Togaram2_36493	0	0	0	0	1	0
Unknown_36494	0	0	0	0	0	0
Pcare_36495	0	0	0	0	0	0
Clip4_36496	0	0	0	0	0	1
Alk_36497	0	0	0	0	0	0
Unknown_36498	0	0	0	0	0	0
Unknown_36499	8	9	7	4	8	7
Ypel5_36500	3558	2922	2559	1882	2172	1431
Lbh_36501	994	998	1015	873	791	516
Gm23649_36502	0	0	0	0	0	0
Lclat1_36503	995	1164	1057	635	1011	690
Unknown_36504	136	101	130	102	107	90
Gm25406_36505	2	0	0	2	0	0
Capn13_36506	0	0	0	0	0	0
Galnt14_36507	0	0	0	0	0	0
Unknown_36508	0	0	0	0	0	0
Ehd3_36509	0	1	0	0	0	2
Xdh_36510	4191	1557	1775	1327	1669	790
Gm24475_36511	0	0	0	0	0	0
Srd5a2_36512	0	0	0	0	0	0
Memo1_36513	2439	2891	2731	1455	2503	1875
Dpy30_36514	1899	1893	2049	1566	2700	1922
Spast_36515	2580	2582	2495	1405	2130	1662
Slc30a6_36516	515	738	605	423	682	507
Nlrc4_36517	63	78	71	220	312	204
Yipf4_36518	1738	1566	1472	813	1242	890
Birc6_36519	10711	14449	13542	5580	9394	8000
Unknown_36520	495	781	698	269	495	437
Unknown_36521	0	0	0	0	1	0
Ttc27_36522	1163	1302	1263	899	1595	1186
Ltbp1_36523	1	0	0	1	2	0
Gm6276_36524	23	19	23	13	20	11
Rasgrp3_36525	0	2	1	3	2	0
Fam98a_36526	2446	3123	3209	2046	3218	2734
Gm24126_36527	0	0	0	0	0	0
Unknown_36528	0	0	0	0	0	0
Unknown_36529	11	9	18	16	18	11
Unknown_36530	203	256	223	94	193	129
Gm5229_36531	0	0	0	0	0	0
Crim1_36532	3001	3020	3097	1358	1668	1373
Unknown_36533	0	0	0	0	0	0
Fez2_36534	615	694	595	432	683	385
Unknown_36535	7314	7956	7492	4822	6887	4924
Vit_36536	3	10	8	53	36	23
Unknown_36537	0	1	0	0	0	0
Strn_36538	6427	8040	6673	2967	5587	3527
Heatr5b_36539	3172	3848	3700	1613	2622	1980
Gpatch11_36540	1134	1269	1255	504	806	605
Unknown_36541	18366	19262	18407	12231	15055	11288
Eif2ak2_36542	2525	3642	2925	1538	2664	1616
Unknown_36543	13	9	9	4	0	5
Unknown_36544	252	234	266	139	206	145
Sult6b1_36545	96	71	61	37	65	54
Cebpzos_36546	819	870	852	567	797	631
Cebpz_36547	5329	5592	5530	3633	6218	4761
Ndufaf7_36548	969	1319	1339	501	776	596
Prkd3_36549	3060	2121	2044	1375	2289	1577
Unknown_36550	0	0	0	0	0	0
Qpct_36551	0	0	0	0	0	0
Cdc42ep3_36552	1004	795	752	417	576	453
Unknown_36553	105	76	81	37	58	52
Rmdn2_36554	200	225	279	92	175	136
Unknown_36555	0	2	5	4	1	1
Cyp1b1_36556	0	0	1	0	0	0
Atl2_36557	1787	2174	1961	1365	2083	1518
Hnrnpll_36558	3510	4246	4308	3014	4274	3354
Gm22215_36559	1	2	1	1	1	1
Gm23125_36560	0	0	0	0	0	0
Galm_36561	0	0	0	1	1	0
Unknown_36562	0	0	0	0	0	0
Srsf7_36563	8707	10023	10551	5617	8752	6474
Ttc39d_36564	0	0	0	1	2	1
Gemin6_36565	527	772	764	580	942	772
Dhx57_36566	949	1036	971	546	716	519
Morn2_36567	65	72	53	41	55	53
Arhgef33_36568	0	0	0	1	1	0
Unknown_36569	0	0	0	1	0	0
Sos1_36570	2148	2266	2159	1056	1820	1327
Cdkl4_36571	45	34	33	43	72	45
Map4k3_36572	23	9	10	85	140	114
Unknown_36573	0	0	0	0	0	1
Unknown_36574	145	170	185	136	193	157
Tmem178_36575	1	0	0	0	0	0
Thumpd2_36576	229	256	191	237	385	307
Slc8a1_36577	0	0	0	2	0	0
Unknown_36578	0	0	0	0	0	0
Unknown_36579	22	22	21	12	10	11
Unknown_36580	0	0	0	0	0	0
Gm22386_36581	0	0	0	0	0	0
Unknown_36582	0	0	0	0	0	0
Unknown_36583	230	173	171	146	201	149
Pkdcc_36584	982	523	606	478	337	349
Gm24240_36585	0	0	0	0	0	1
Rpl21-ps7_36586	63	55	60	41	56	46
Eml4_36587	5280	7296	6734	3132	5845	4427
Cox7a2l_36588	4327	4135	4060	3154	3747	2723
Kcng3_36589	0	0	0	0	0	0
Mta3_36590	1198	1129	1110	1049	1345	1069
Haao_36591	47	36	50	136	119	84
C430042M11Rik_36592	138	178	153	220	223	172
Unknown_36593	0	0	0	0	0	0
Zfp36l2_36594	6490	6482	5659	6240	7407	5857
Thada_36595	2461	2968	2704	1415	2144	1811
Gm24492_36596	0	0	0	0	0	0
Gm24722_36597	0	0	0	0	0	0
Plekhh2_36598	370	615	491	1436	2059	1240
Gm26066_36599	0	0	0	0	0	0
Dync2li1_36600	54	48	53	57	58	49
Abcg5_36601	0	0	0	0	1	0
Abcg8_36602	0	1	0	0	0	0
Lrpprc_36603	3758	5056	4822	3222	5337	4283
1110020A21Rik_36604	8	19	15	10	13	14
Ppm1b_36605	4156	4212	3972	2185	2936	2304
Slc3a1_36606	92	78	85	152	154	111
Prepl_36607	1075	996	971	1429	1547	1217
Camkmt_36608	118	95	114	106	122	116
Rpl31-ps16_36609	4945	4928	4652	3218	3952	2802
Unknown_36610	6	1	7	7	4	4
Six3os1_36611	0	0	0	0	1	0
Unknown_36612	0	0	0	0	0	0
Unknown_36613	0	0	0	0	0	0
Six3_36614	4	5	6	2	1	2
Unknown_36615	0	0	0	0	0	0
Unknown_36616	0	0	0	0	0	0
Unknown_36617	0	0	0	0	0	0
Unknown_36618	0	0	0	0	0	0
Unknown_36619	0	0	0	0	0	0
Unknown_36620	0	0	0	0	0	0
Six2_36621	0	4	1	1	0	1
Srbd1_36622	1309	1759	1567	1040	1525	1072
Prkce_36623	754	475	442	171	245	150
Unknown_36624	1	1	1	2	0	0
Unknown_36625	0	0	0	0	0	0
Epas1_36626	2493	2286	2434	578	1309	882
Tmem247_36627	0	0	0	0	0	0
Atp6v1e2_36628	0	0	0	0	0	1
Rhoq_36629	840	876	940	2293	3029	2328
Pigf_36630	828	783	795	609	956	745
Cript_36631	1589	1674	1702	861	1430	941
Gm24648_36632	0	0	0	0	0	0
Unknown_36633	2637	2526	2357	1297	1886	1443
Socs5_36634	1349	923	949	596	727	667
Unknown_36635	0	0	0	0	0	0
Mcfd2_36636	14369	8623	9283	7441	9431	7333
4833418N02Rik_36637	349	257	240	167	165	120
Ttc7_36638	11167	8945	8901	6266	8899	6788
Unknown_36639	537	409	393	358	419	335
Unknown_36640	0	2	1	2	1	4
Stpg4_36641	0	2	1	1	1	0
Calm2_36642	15322	15504	15095	8536	11367	8165
Gm26005_36643	0	0	0	0	0	0
Epcam_36644	62	123	95	5	5	3
Msh2_36645	3201	3799	3283	2486	3688	2485
Kcnk12_36646	0	0	0	0	0	0
Unknown_36647	14	14	18	13	15	10
Msh6_36648	5790	8511	7742	3712	6139	4174
Fbxo11_36649	2711	3523	3357	1445	2644	1873
Gm4832_36650	52	48	58	34	32	27
Unknown_36651	0	0	1	0	0	0
Gm22542_36652	0	0	0	0	0	0
Gm23947_36653	0	0	0	0	0	0
Foxn2_36654	2323	2723	2412	1364	2320	1692
Ppp1r21_36655	2074	2193	2041	1296	1697	1304
Ston1_36656	0	0	0	0	1	0
Gtf2a1l_36657	0	0	0	0	0	0
Lhcgr_36658	0	0	0	0	0	0
Fshr_36659	0	0	0	0	0	0
Gm10184_36660	3462	7627	6802	3874	6303	4599
Nrxn1_36661	1	0	1	3	7	4
Unknown_36662	0	0	0	0	0	0
Unknown_36663	0	0	0	0	0	0
Unknown_36664	175	238	224	148	179	145
Unknown_36665	0	0	3	1	2	0
4930480K15Rik_36666	0	0	0	0	0	0
Unknown_36667	0	0	0	0	1	0
Unknown_36668	0	0	0	0	0	0
Unknown_36669	382	435	411	379	534	386
Unknown_36670	0	0	0	0	0	0
Unknown_36671	3	0	1	1	0	1
Gm24244_36672	0	0	0	0	0	0
Unknown_36673	1	1	0	1	0	0
Unknown_36674	0	1	1	1	0	0
Adcyap1_36675	0	0	0	0	0	0
Gm25935_36676	0	0	0	0	1	0
Gm22593_36677	0	0	0	0	0	0
Mettl4_36678	804	734	831	514	791	591
2700099C18Rik_36679	1011	911	981	392	613	446
Unknown_36680	82	71	73	23	54	41
Gm1976_36681	461	476	517	192	263	237
Unknown_36682	8	5	8	1	7	4
Unknown_36683	9	16	8	4	8	7
Gm23102_36684	1	0	0	0	0	0
Gm20939_36685	189	237	258	196	312	227
Zfy1_36686	0	0	0	0	0	0
Uba1y_36687	2	4	0	2	2	2
Kdm5d_36688	2	2	0	0	0	0
LOC115489305_36689	0	0	0	0	0	0
Eif2s3y_36690	2	0	0	2	0	1
Tspy-ps_36691	0	0	0	0	0	0
Uty_36692	12	11	17	7	10	8
Ddx3y_36693	19	31	30	20	27	28
Usp9y_36694	1	2	2	1	1	1
Gm25565_36695	0	0	0	0	0	0
Zfy2_36696	0	0	0	1	1	0
Unknown_36697	0	0	0	0	0	0
H2al2c_36698	0	0	0	0	0	0
Sry_36699	0	0	2	0	0	0
H2al2b_36700	0	0	0	0	0	0
Rbmy_36701	0	0	0	0	0	0
Gm10256_36702	0	0	0	0	0	0
Gm10352_36703	0	0	0	0	0	0
Gm21677_36704	0	0	0	0	0	0
Gm21693_36705	0	0	0	0	0	0
Gm21704_36706	0	0	0	0	0	0
Gm21708_36707	0	0	0	0	0	0
Gm3376_36708	0	0	0	0	0	0
Unknown_36709	0	0	0	0	0	0
Gm20918_36710	0	0	0	0	0	0
Unknown_36711	0	0	0	0	0	0
Unknown_36712	0	0	0	0	0	0
Unknown_36713	0	0	0	0	0	0
Gm20914_36714	0	0	0	0	0	0
Unknown_36715	0	0	0	0	0	0
Unknown_36716	0	0	0	0	0	0
Gm20873_36717	0	0	0	0	0	0
Unknown_36718	0	0	0	0	0	0
Gm20830_36719	0	0	0	0	0	0
Gm21244_36720	0	0	0	0	0	0
Unknown_36721	0	0	0	0	0	0
Gm20826_36722	0	0	0	0	0	0
Gm20825_36723	0	0	0	0	0	0
Unknown_36724	0	0	0	0	0	0
Gm21292_36725	0	0	0	0	0	0
Unknown_36726	0	0	0	0	0	0
Unknown_36727	0	0	0	0	0	0
Unknown_36728	0	0	0	0	0	0
Unknown_36729	0	0	0	0	0	0
Gm21310_36730	0	0	0	0	0	0
Gm20834_36731	0	0	0	0	0	0
Gm20737_36732	0	0	0	0	0	0
Unknown_36733	0	0	0	0	0	0
Unknown_36734	0	0	0	0	0	0
Unknown_36735	1012	1190	1132	587	994	688
Gm20777_36736	0	0	0	0	0	0
Gm20828_36737	0	0	0	0	0	0
Gm20812_36738	0	0	0	0	0	0
Unknown_36739	0	0	0	0	0	0
Gm21379_36740	0	0	0	0	0	0
Unknown_36741	0	0	0	0	0	0
Gm20793_36742	0	0	0	0	0	0
Gm21828_36743	0	0	0	0	0	0
Gm20910_36744	0	0	0	0	0	0
Unknown_36745	0	0	0	0	0	0
Unknown_36746	0	0	0	0	0	0
Gm20773_36747	0	0	0	0	0	0
Unknown_36748	0	0	0	0	0	0
Unknown_36749	0	0	0	0	0	0
Gm20822_36750	0	0	0	0	0	0
Unknown_36751	0	0	0	0	0	0
Gm20877_36752	0	0	0	0	0	0
Unknown_36753	0	0	0	0	0	0
Rbm31y_36754	0	0	0	0	0	0
Unknown_36755	0	0	0	0	0	0
Gm20793_36756	0	0	0	0	0	0
Srsy_36757	0	0	0	0	0	0
Unknown_36758	0	0	0	0	0	0
Ssty1_36759	0	0	0	0	0	0
Unknown_36760	0	0	0	0	0	0
Unknown_36761	0	0	0	0	0	0
Unknown_36762	0	0	0	0	0	0
Unknown_36763	0	0	0	0	0	0
Unknown_36764	0	0	0	0	0	0
Unknown_36765	0	0	0	0	0	0
Gm20868_36766	0	0	0	0	0	0
Gm20865_36767	0	0	0	0	0	0
Unknown_36768	0	0	0	0	0	0
Unknown_36769	0	0	0	0	0	0
Unknown_36770	0	0	0	0	0	0
Unknown_36771	0	0	0	0	0	0
Unknown_36772	0	0	0	0	0	0
Unknown_36773	0	0	0	0	0	0
Unknown_36774	0	0	0	0	0	0
Unknown_36775	0	0	0	0	0	0
Unknown_36776	0	0	0	0	0	0
Unknown_36777	0	0	0	0	0	0
Gm20809_36778	0	0	0	0	0	0
Unknown_36779	0	0	0	0	0	0
Unknown_36780	0	0	0	0	0	0
Unknown_36781	0	0	0	0	0	0
Unknown_36782	0	0	0	0	0	0
Unknown_36783	0	0	0	0	0	0
Unknown_36784	0	0	0	0	0	0
Unknown_36785	0	0	0	0	0	0
Unknown_36786	0	0	0	0	0	0
Unknown_36787	0	0	0	0	0	0
Unknown_36788	0	0	0	0	0	0
Unknown_36789	0	0	0	0	0	0
Unknown_36790	0	0	0	0	0	0
Unknown_36791	0	0	0	0	0	0
Unknown_36792	0	0	0	0	0	0
Unknown_36793	0	0	0	0	0	0
Unknown_36794	0	0	0	0	0	0
Unknown_36795	0	0	0	0	0	0
Unknown_36796	0	0	0	0	0	0
Unknown_36797	0	0	0	0	0	0
Unknown_36798	0	0	0	0	0	0
Unknown_36799	0	0	0	0	0	0
Unknown_36800	0	0	0	0	0	0
Unknown_36801	0	0	0	0	0	0
Unknown_36802	0	0	0	0	0	0
Unknown_36803	0	0	0	0	0	0
Unknown_36804	0	0	0	0	0	0
Unknown_36805	0	0	0	0	0	0
Unknown_36806	0	0	0	0	0	0
Unknown_36807	0	0	0	0	0	0
Unknown_36808	0	0	0	0	0	0
Unknown_36809	0	0	0	0	0	0
Unknown_36810	0	0	0	0	0	0
Unknown_36811	0	0	0	0	0	0
Unknown_36812	0	0	0	0	0	0
Unknown_36813	0	0	0	0	0	0
Unknown_36814	0	0	0	0	0	0
Unknown_36815	0	0	0	0	0	0
Unknown_36816	0	0	0	0	0	0
Unknown_36817	0	0	0	0	0	0
Unknown_36818	0	0	0	0	0	0
Unknown_36819	0	0	0	0	0	0
Unknown_36820	0	0	0	0	0	0
Unknown_36821	0	0	0	0	0	0
Unknown_36822	0	0	0	0	0	0
Unknown_36823	0	0	0	0	0	0
Unknown_36824	0	0	0	0	0	0
Unknown_36825	0	0	0	0	0	0
LOC100861691_36826	0	0	0	0	0	0
Unknown_36827	0	0	0	0	0	0
Unknown_36828	0	0	0	0	0	0
Unknown_36829	0	0	0	0	0	0
Unknown_36830	0	0	0	0	0	0
Unknown_36831	0	0	0	0	0	0
LOC100861691_36832	0	0	0	0	0	0
Unknown_36833	0	0	0	0	0	0
Unknown_36834	0	0	0	0	0	0
Unknown_36835	0	0	0	0	0	0
Unknown_36836	0	0	0	0	0	0
Unknown_36837	0	0	0	0	0	0
Unknown_36838	0	0	0	0	0	0
Gm20738_36839	0	0	0	0	0	0
Unknown_36840	0	0	0	0	0	0
Unknown_36841	0	0	0	0	0	0
Unknown_36842	0	0	0	0	0	0
Unknown_36843	0	0	0	0	0	0
Gapdh-ps15_36844	33	42	62	45	37	37
Unknown_36845	0	0	0	0	0	0
Unknown_36846	0	0	0	0	0	0
Gm21865_36847	0	0	0	0	0	0
Unknown_36848	0	0	0	0	0	0
Unknown_36849	0	0	0	0	0	0
Unknown_36850	0	0	0	0	0	0
Unknown_36851	0	0	0	0	0	0
Unknown_36852	0	0	0	0	0	0
Unknown_36853	0	0	0	0	0	0
Unknown_36854	0	0	0	0	0	0
Unknown_36855	0	0	0	0	0	0
Gm20795_36856	0	0	0	0	0	0
Unknown_36857	0	0	0	0	0	0
Unknown_36858	0	0	0	0	0	0
Unknown_36859	0	0	0	0	0	0
Unknown_36860	0	0	0	0	0	0
Unknown_36861	0	0	0	0	0	0
Unknown_36862	0	0	0	0	0	0
Unknown_36863	0	0	0	0	0	0
Unknown_36864	0	0	0	0	0	0
Unknown_36865	0	0	0	0	0	0
Unknown_36866	0	0	0	0	0	0
Unknown_36867	0	0	0	0	0	0
Unknown_36868	0	0	0	0	0	0
Unknown_36869	0	0	0	0	0	0
Unknown_36870	0	0	0	0	0	0
Unknown_36871	0	0	0	0	0	0
Unknown_36872	0	0	0	0	0	0
Unknown_36873	0	0	0	0	0	0
Gm21209_36874	0	0	0	0	0	0
Unknown_36875	0	0	0	0	0	0
Unknown_36876	0	0	0	0	0	0
Unknown_36877	0	0	0	0	0	0
Unknown_36878	0	0	0	0	0	0
Unknown_36879	0	0	0	0	0	0
Unknown_36880	0	0	0	0	0	0
Unknown_36881	0	0	0	0	0	0
Gm21117_36882	0	0	0	0	0	0
Unknown_36883	0	0	0	0	0	0
Unknown_36884	0	0	0	0	0	0
Unknown_36885	0	0	0	0	0	0
Unknown_36886	0	0	0	0	0	0
Unknown_36887	0	0	0	0	0	0
Unknown_36888	0	0	0	0	0	0
Unknown_36889	0	0	0	0	0	0
Unknown_36890	0	0	0	0	0	0
Gm21258_36891	0	0	0	0	0	0
Unknown_36892	0	0	0	0	0	0
Unknown_36893	0	0	0	0	0	0
Unknown_36894	0	0	0	0	0	0
Unknown_36895	0	0	0	0	0	0
Gm20747_36896	0	0	0	0	0	0
Unknown_36897	0	0	0	0	0	0
Unknown_36898	0	0	0	0	0	0
Unknown_36899	0	0	0	0	0	0
Unknown_36900	0	0	0	0	0	0
Unknown_36901	0	0	0	0	0	0
Unknown_36902	0	0	0	0	0	0
Unknown_36903	0	0	0	0	0	0
Unknown_36904	0	0	0	0	0	0
Unknown_36905	0	0	0	0	0	0
Unknown_36906	0	0	0	0	0	0
Gm20931_36907	0	0	0	0	0	0
Unknown_36908	0	0	0	0	0	0
Unknown_36909	0	0	0	0	0	0
Unknown_36910	0	0	0	0	0	0
Unknown_36911	0	0	0	0	0	0
Unknown_36912	0	0	0	0	0	0
Unknown_36913	0	0	0	0	0	0
Unknown_36914	0	0	0	0	0	0
Unknown_36915	0	0	0	0	0	0
Unknown_36916	0	0	0	0	0	0
Gm21943_36917	0	0	0	0	0	0
Unknown_36918	0	0	0	0	0	0
Unknown_36919	0	0	0	0	0	0
Unknown_36920	0	0	0	0	0	0
Unknown_36921	0	0	0	0	0	0
Unknown_36922	0	0	0	0	0	0
Unknown_36923	0	0	0	0	0	0
Unknown_36924	0	0	0	0	0	0
Unknown_36925	0	0	0	0	0	0
Unknown_36926	0	0	0	0	0	0
Unknown_36927	0	0	0	0	0	0
Unknown_36928	0	0	0	0	0	0
Unknown_36929	0	0	0	0	0	0
Gm21518_36930	0	0	0	0	0	0
Gm20823_36931	0	0	0	0	0	0
Unknown_36932	0	0	0	0	0	0
Unknown_36933	0	0	0	0	0	0
Unknown_36934	0	0	0	0	0	0
Unknown_36935	0	0	0	0	0	0
Unknown_36936	0	0	0	0	0	0
Unknown_36937	0	0	0	0	0	0
Unknown_36938	0	0	0	0	0	0
Unknown_36939	0	0	0	0	0	0
Unknown_36940	0	0	0	0	0	0
Gm21171_36941	0	0	0	0	0	0
Gm21249_36942	0	0	0	0	0	0
Unknown_36943	0	0	0	0	0	0
Gm20736_36944	0	0	0	0	0	0
Unknown_36945	0	0	0	0	0	0
Unknown_36946	0	0	0	0	0	0
Unknown_36947	0	0	0	0	0	0
Unknown_36948	0	0	0	0	0	0
Unknown_36949	0	0	0	0	0	0
Unknown_36950	0	0	0	0	0	0
Unknown_36951	0	0	0	0	0	0
Gm20852_36952	0	0	0	0	0	0
Ssty2_36953	0	0	0	0	0	0
Unknown_36954	0	0	0	0	0	0
Unknown_36955	0	0	0	0	0	0
Gm20874_36956	0	0	0	0	0	0
Unknown_36957	0	0	0	0	0	0
Unknown_36958	0	0	0	0	0	0
Gm20874_36959	0	0	0	0	0	0
Unknown_36960	0	0	0	0	0	0
Unknown_36961	0	0	0	0	0	0
Gm20816_36962	0	0	0	0	0	0
Unknown_36963	0	0	0	0	0	0
Unknown_36964	0	0	0	0	0	0
Unknown_36965	0	0	0	0	0	0
Unknown_36966	0	0	0	0	0	0
Unknown_36967	0	0	0	0	0	0
Unknown_36968	0	0	0	0	0	0
